รหัสวิชา,ชื่อวิชา,หน่วยกิต,คณะต้นสังกัด,กลุ่มสาระ - 64,สมรรถนะ - 67
01999046," การพัฒนาความมั่นคงแห่งชาติ
 (National Security Development)",3(3-0-6),วิทยาลัยบูรณาการศาสตร์,พลเมืองไทยและพลเมืองโลก,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
5 - ด้านพหุวัฒนธรรม
8 - ด้านความเป็นพลเมือง"
01999047," การทหารเพื่อการพัฒนาประเทศ
 (Military for Country Development)",3(3-0-6),วิทยาลัยบูรณาการศาสตร์,พลเมืองไทยและพลเมืองโลก,-
01999048," นวัตกรรมเพื่อสิ่งแวดล้อมและสุขภาวะ
 (Innovation for Environment and Well-being)",3(3-0-6),วิทยาลัยบูรณาการศาสตร์,อยู่ดีมีสุข,"1- ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
3 - ด้านการเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด
8- ด้านความเป็นพลเมือง"
01999051," การพัฒนาสมรรถนะหลักผ่านสุขภาพหนึ่งเดียว
 (Development of Core Competency through One Health)",2(2-0-4),วิทยาลัยบูรณาการศาสตร์,อยู่ดีมีสุข,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด"
01999091," การพัฒนาตนเองผ่านการเรียนรู้นอกห้องเรียน 
 (Self-Development through Outside Classroom Learning)",1-8,วิทยาลัยบูรณาการศาสตร์,-,"1 - ด้านการสื่อสารและสารสนเทศ
3 - ด้านการเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด
7 - ด้านการเรียนรู้ตลอดชีวิต"
01999092," การพัฒนาตนเองผ่านกิจกรรมการเรียนรู้ 
 (Self-Development through Learning Activities)",1-8,วิทยาลัยบูรณาการศาสตร์,-,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
3 - ด้านการเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
7 - ด้านการเรียนรู้ตลอดชีวิต
8 - ด้านความเป็นพลเมือง"
01999093," การพัฒนาตนเองผ่านประสบการณ์ทำงาน 
 (Self-Development through Work Experience)",1-8,วิทยาลัยบูรณาการศาสตร์,-,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
3 - ด้านการเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
7 - ด้านการเรียนรู้ตลอดชีวิต
8 - ด้านความเป็นพลเมือง"
01999111," เกษตรศาสตร์สร้างศาสตร์แห่งแผ่นดิน 
 (Kasetsart Creating Knowledge of the Land)
 ***ชื่อเดิม: ศาสตร์แห่งแผ่นดิน (Knowledge of the Land)",2(2-0-4),วิทยาลัยบูรณาการศาสตร์,พลเมืองไทยและพลเมืองโลก,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
3 - ด้านการเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด
5 - ด้านพหุวัฒนธรรม
6 - ด้านการจัดการตนเอง
7 - ด้านการเรียนรู้ตลอดชีวิต
8 - ด้านความเป็นพลเมือง"
01999112," แนวคิดเศรษฐกิจหมุนเวียนเพื่อความยั่งยืน
 (Circular Economy Concept for Sustainability)",3(2-3-6),วิทยาลัยบูรณาการศาสตร์,ศาสตร์แห่งผู้ประกอบการ,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
3 - ด้านการเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
8 - ด้านความเป็นพลเมือง"
01999113," วัยใสใจสะอาด
 (Honest Youngsters)
",3(3-0-6),วิทยาลัยบูรณาการศาสตร์,พลเมืองไทยและพลเมืองโลก,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
8 - ด้านความเป็นพลเมือง"
01999114," ใจพิเศษสำหรับคนพิเศษ
 (Special Minds for Special Needs)",3(3-0-6),วิทยาลัยบูรณาการศาสตร์,-,"1- ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
7- ด้านการเรียนรู้ตลอดชีวิต
8- ด้านความเป็นพลเมือง"
01999141," มนุษย์กับสังคม
 (Man and Society)",3(3-0-6),วิทยาลัยบูรณาการศาสตร์,พลเมืองไทยและพลเมืองโลก,"1 - ด้านการสื่อสารและสารสนเทศ
4 - ด้านทักษะการคิด
5 - ด้านพหุวัฒนธรรม
8 - ด้านความเป็นพลเมือง"
01999213," สิ่งแวดล้อม เทคโนโลยีและชีวิต
 (Environment, Technology and Life)",3(3-0-6),วิทยาลัยบูรณาการศาสตร์,อยู่ดีมีสุข,"1- ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
8- ด้านความเป็นพลเมือง"
02032303," การเกษตรกับคุณภาพชีวิตที่ดี
 (Agriculture and Quality of Life)",3(3-0-6),คณะเกษตร กำแพงแสน,อยู่ดีมีสุข,"3 - ด้านการเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
7 - ด้านการเรียนรู้ตลอดชีวิต"
02032304," เกษตรเพื่อโลกสีเขียว
 (Agriculture for Green Earth)",2(2-0-4),คณะเกษตร กำแพงแสน,อยู่ดีมีสุข,"3 - ด้านการเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด
8 - ด้านความเป็นพลเมือง"
02207102," มนุษย์ สังคม และการเปลี่ยนแปลงสภาพภูมิอากาศ 
 (Human, Society and Climate Change)",3(3-0-6),คณะวิศวกรรมศาสตร์ กำแพงแสน,พลเมืองไทยและพลเมืองโลก,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
8 - ด้านความเป็นพลเมือง"
02207103," ช่างประจำบ้าน (Home Handyman)",3(3-0-6),คณะวิศวกรรมศาสตร์ กำแพงแสน,อยู่ดีมีสุข,"2 - ด้านภาวะผู้นำ
3 - ด้านการเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
7 - ด้านการเรียนรู้ตลอดชีวิต
8 - ด้านความเป็นพลเมือง"
02701011," การใช้ภาษาไทยเพื่อธุรกิจ วิทยาศาสตร์และเทคโนโลยี
 (Thai Usage for Business Sciences and Technology)",3(3-0-6),"คณะศิลปศาสตร์และวิทยาศาสตร์ ",ภาษากับการสื่อสาร,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
3 - ด้านการเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด
5 - ด้านพหุวัฒนธรรม"
02708102," วรรณกรรมกับวิทยาศาสตร์
 (Literature and Science)",3(3-0-6),"คณะศิลปศาสตร์และวิทยาศาสตร์ ",สุนทรียศาสตร์,"1 - ด้านการสื่อสารและสารสนเทศ
4 - ด้านทักษะการคิด
7 - ด้านการเรียนรู้ตลอดชีวิต"
02714101," การคิดเชิงวิพากษ์และการแก้ปัญหา
 (Critical Thinking and Problem Solving)",3(3-0-6),"คณะศิลปศาสตร์และวิทยาศาสตร์ ",ศาสตร์แห่งผู้ประกอบการ,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด"
02717011," ตนและการพัฒนาตน
 (Self and Self Development)",3(3-0-6),"คณะศิลปศาสตร์และวิทยาศาสตร์ ",อยู่ดีมีสุข,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
7 - ด้านการเรียนรู้ตลอดชีวิต"
02717112," การเมืองไทยร่วมสมัย
 (Contemporary Thai Politics)",3(3-0-6),"คณะศิลปศาสตร์และวิทยาศาสตร์ ",พลเมืองไทยและพลเมืองโลก,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
8 - ด้านความเป็นพลเมือง"
02721121," การจัดการธุรกิจเพื่อสังคมที่ยั่งยืน
 (Business Management for Social Sustainability)",3(3-0-6),"คณะศิลปศาสตร์และวิทยาศาสตร์ ",ศาสตร์แห่งผู้ประกอบการ,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
3 - ด้านการเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด
7 - ด้านการเรียนรู้ตลอดชีวิต
8 - ด้านความเป็นพลเมือง"
02724011," การสื่อสารระหว่างวัฒนธรรม
 (Intercultural Communication)",3(3-0-6),"คณะศิลปศาสตร์และวิทยาศาสตร์ ",ภาษากับการสื่อสาร,"1 - ด้านการสื่อสารและสารสนเทศ
4 - ด้านทักษะการคิด
5 - ด้านพหุวัฒนธรรม
6 - ด้านการจัดการตนเอง
7 - ด้านการเรียนรู้ตลอดชีวิต"
02724012," การพัฒนาบุคลิกภาพ
 (Personality Development)",3(3-0-6),"คณะศิลปศาสตร์และวิทยาศาสตร์ ",อยู่ดีมีสุข,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
5 - ด้านพหุวัฒนธรรม
6 - ด้านการจัดการตนเอง"
02727104," สิ่งมีชีวิตกับภัยพิบัติทางธรรมชาติ
 (Living Things and Natural Disasters)",3(3-0-6),"คณะศิลปศาสตร์และวิทยาศาสตร์ ",อยู่ดีมีสุข,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
8 - ด้านความเป็นพลเมือง"
02728101," เคมีในชีวิตสมัยใหม่
 (Chemistry in Modern Life)",3(3-0-6),"คณะศิลปศาสตร์และวิทยาศาสตร์ ",อยู่ดีมีสุข,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
5 - ด้านพหุวัฒนธรรม"
02728102," สารสีในงานศิลปะ
 (Pigments in art)",3(3-0-6),"คณะศิลปศาสตร์และวิทยาศาสตร์ ",สุนทรียศาสตร์,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
5 - ด้านพหุวัฒนธรรม"
02733101," อยู่อย่างฉลาดกับพลาสติก
 (Smart Living with Plastics)",3(3-0-6),"คณะศิลปศาสตร์และวิทยาศาสตร์ ",-,"1- ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
8- ด้านความเป็นพลเมือง"
02999037," ศิลปะแห่งสุนทรียศาสตร์เพื่อความสุข
 (Atrs of Aesthetics for Happiness)",3(3-0-6),โครงการบูรณาการ วิทยาเขตกำแพงแสน,สุนทรียศาสตร์,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
5 - ด้านพหุวัฒนธรรม
7 - ด้านการเรียนรู้ตลอดชีวิต
8 - ด้านความเป็นพลเมือง"
02999038," ความสุขในศตวรรษที่ 21
 (Happiness in the 21st Century)",3(3-0-6),โครงการบูรณาการ วิทยาเขตกำแพงแสน,อยู่ดีมีสุข,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
8 - ด้านความเป็นพลเมือง"
02999042," การพัฒนานิสิต
 (Students Development)",3(2-3-6),โครงการบูรณาการ วิทยาเขตกำแพงแสน,พลเมืองไทยและพลเมืองโลก,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
5 - ด้านพหุวัฒนธรรม
6 - ด้านการจัดการตนเอง
7 - ด้านการเรียนรู้ตลอดชีวิต
8 - ด้านความเป็นพลเมือง"
02999044," เศรษฐกิจพอเพียงเพื่อการดำรงชีวิต
 (Sufficiency Economy for Living)",3(3-0-6),โครงการบูรณาการ วิทยาเขตกำแพงแสน,อยู่ดีมีสุข,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
3 - ด้านการเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด
5 - ด้านพหุวัฒนธรรม
7 - ด้านการเรียนรู้ตลอดชีวิต
8 - ด้านความเป็นพลเมือง"
02999045," การเพิ่มคุณค่าชีวิตด้วยวิถีชุมชน
 (Enhancement of Living Value through Community Path)",3(3-0-6),โครงการบูรณาการ วิทยาเขตกำแพงแสน,อยู่ดีมีสุข,"1 - ด้านการสื่อสารและสารสนเทศ
4 - ด้านทักษะการคิด
7 - ด้านการเรียนรู้ตลอดชีวิต
8 - ด้านความเป็นพลเมือง"
02999049," การออกแบบความคิดเชิงสร้างสรรค์สำหรับธุรกิจเพื่อสังคม
 (Creative Design Thinking for Social Enterprise)
",3(3-0-6),โครงการวิชาบูรณาการ วิทยาเขตกำแพงแสน,-,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
3 - ด้านการเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด
7 - ด้านการเรียนรู้ตลอดชีวิต
8 - ด้านความเป็นพลเมือง"
02999144," ทักษะชีวิตการเป็นนิสิตมหาวิทยาลัย
 (Life Skill for Undergraduate Student)",1(1-0-2),โครงการบูรณาการ วิทยาเขตกำแพงแสน,พลเมืองไทยและพลเมืองโลก,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
7 - ด้านการเรียนรู้ตลอดชีวิต
8 - ด้านความเป็นพลเมือง"
02999147," ไทยในพลวัตอาเซียน 
 (The Thai ASEAN Dynamics)",3(3-0-6),โครงการบูรณาการ วิทยาเขตกำแพงแสน,พลเมืองไทยและพลเมืองโลก,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
5 - ด้านพหุวัฒนธรรม"
03521101," ทะเลกับชีวิต
 (Sea and Life)",3(3-0-6),คณะพาณิชยนาวีนานาชาติ,อยู่ดีมีสุข,"1 - ด้านการสื่อสารและสารสนเทศ
4 - ด้านทักษะการคิด
7 - ด้านการเรียนรู้ตลอดชีวิต
8 - ด้านความเป็นพลเมือง"
03521102," เขตทางทะเล และการจัดการทรัพยากรทางทะเลและชายฝั่ง
 (Maritime Zones, Marine Resources and Coastal Management)
 ***รหัสเดิม: 03999179",3(3-0-6),คณะพาณิชยนาวีนานาชาติ,พลเมืองไทยและพลเมืองโลก,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
5 - ด้านพหุวัฒนธรรม
8 - ด้านความเป็นพลเมือง"
03600012," เทคโนโลยีสีเขียว
 (Green Technology)",3(3-0-6),คณะวิศวกรรมศาสตร์ ศรีราชา,สุนทรียศาสตร์,"1 - ด้านการสื่อสารและสารสนเทศ
3 - ด้านการเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด"
03600013," เครื่องมือและทักษะทางคอมพิวเตอร์ที่จำเป็น
 (Essential Computer Tools and Skills)",1(0-3-2),คณะวิศวกรรมศาสตร์ ศรีราชา,ภาษากับการสื่อสาร,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด"
03600014," การแก้ปัญหาเชิงสร้างสรรค์และทักษะการคิดเชิงวิพากษ์
 (Creative Problem Solving and Critical Thinking Skills)",3(3-0-6),คณะวิศวกรรมศาสตร์ ศรีราชา,ศาสตร์แห่งผู้ประกอบการ,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
3 - ด้านการเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด"
03654111," สุนทรียศาสตร์ทางการกีฬา
 (Aesthetics of Sport)",3(3-0-6),คณะวิทยาศาสตร์ ศรีราชา,สุนทรียศาสตร์,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
5 - ด้านพหุวัฒนธรรม
6 - ด้านการจัดการตนเอง
7 - ด้านการเรียนรู้ตลอดชีวิต
8 - ด้านความเป็นพลเมือง"
03654112," สมุนไพรไทยให้คุณ
 (Thai Herbs and their Benefits)",3(3-0-6),คณะวิทยาศาสตร์ ศรีราชา,อยู่ดีมีสุข,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
3 - ด้านการเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด
5 - ด้านพหุวัฒนธรรม
8 - ด้านความเป็นพลเมือง"
03654113," กิจกรรมทางกายเพื่อชีวิตสมัยใหม่
 (Physical Activities for Modern Life)",3(3-0-6),คณะวิทยาศาสตร์ ศรีราชา,อยู่ดีมีสุข,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
7 - ด้านการเรียนรู้ตลอดชีวิต"
03654114," โมบายแอปพลิเคชันสำหรับชีวิตยุคใหม่
 (Mobile Applications for Modern Life)",3(3-0-6),คณะวิทยาศาสตร์ ศรีราชา,อยู่ดีมีสุข,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
7 - ด้านการเรียนรู้ตลอดชีวิต
8 - ด้านความเป็นพลเมือง"
03654115," กีฬาเพื่อสันทนาการ
 (Recreational Sports)",3(2-2-5),คณะวิทยาศาสตร์ ศรีราชา,-,"1- ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
7- ด้านการเรียนรู้ตลอดชีวิต"
03751111," มนุษย์กับสิ่งแวดล้อม
 (Man and Environment)",3(3-0-6),คณะวิทยาการจัดการ,พลเมืองไทยและพลเมืองโลก,"1 - ด้านการสื่อสารและสารสนเทศ
4 - ด้านทักษะการคิด"
03751112," สังคมและการเมือง 
 (Social and Politics)",3(3-0-6),คณะวิทยาการจัดการ,พลเมืองไทยและพลเมืองโลก,"1 - ด้านการสื่อสารและสารสนเทศ
4 - ด้านทักษะการคิด
7 - ด้านการเรียนรู้ตลอดชีวิต
8 - ด้านความเป็นพลเมือง"
03752111," ทรัพยากรสารสนเทศเพื่อการค้นคว้า
 (Information Resources for Research)",1(1-0-2),คณะวิทยาการจัดการ,ภาษากับการสื่อสาร,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด"
03754221," การออกเสียงภาษาอังกฤษขั้นพื้นฐาน
 (Basic English Pronunciation)",3(3-0-6),คณะวิทยาการจัดการ,ภาษากับการสื่อสาร,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
7 - ด้านการเรียนรู้ตลอดชีวิต"
03754231," การอ่านภาษาอังกฤษในชีวิตประจำวัน
 (English Reading in Daily life)",3(3-0-6),คณะวิทยาการจัดการ,ภาษากับการสื่อสาร,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด"
03754241," โครงสร้างทางไวยากรณ์ภาษาอังกฤษ
 (English Grammatical Structure)",3(3-0-6),คณะวิทยาการจัดการ,ภาษากับการสื่อสาร,"1 - ด้านการสื่อสารและสารสนเทศ
4 - ด้านทักษะการคิด"
03754251," การเขียนย่อหน้าภาษาอังกฤษ
 (English Paragraph Writing)",3(3-0-6),คณะวิทยาการจัดการ,ภาษากับการสื่อสาร,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
7 - ด้านการเรียนรู้ตลอดชีวิต"
03754271," ภาษาอังกฤษเพื่องานอาชีพ
 (English for Careers)",3(3-0-6),คณะวิทยาการจัดการ,ภาษากับการสื่อสาร,"1 - ด้านการสื่อสารและสารสนเทศ
4 - ด้านทักษะการคิด"
03757123," คณิตศาสตร์สำหรับธุรกิจ
 (Mathematics for Business)",3(3-0-6),คณะวิทยาการจัดการ,ศาสตร์แห่งผู้ประกอบการ,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
3 - ด้านการเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด"
04101201," วิถีชีวิตเศรษฐกิจพอเพียง
 (Lifestyle of Sufficiency Economy)",3(3-0-6),คณะทรัพยากรธรรมชาติและอุตสาหกรรมเกษตร,อยู่ดีมีสุข,"4 - ด้านทักษะการคิด
5 - ด้านพหุวัฒนธรรม
7 - ด้านการเรียนรู้ตลอดชีวิต
8 - ด้านความเป็นพลเมือง"
04101302," จิตอาสาเพื่อพัฒนาชุมชน
 (Volunteer Spirit for Community Development)",3(3-0-6),คณะทรัพยากรธรรมชาติและอุตสาหกรรมเกษตร,พลเมืองไทยและพลเมืองโลก,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
8 - ด้านความเป็นพลเมือง"
04152201," วิถีโภชนาการใหม่เพื่อชีวิต 
 (New Trend Nutrition for Life)",3(3-0-6),คณะทรัพยากรธรรมชาติและอุตสาหกรรมเกษตร,อยู่ดีมีสุข,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง"
04355181," กิจกรรมยามว่างเพื่อสุขภาพ
 (Leisure Activity for Health)",3(3-0-6),คณะศิลปศาสตร์และวิทยาการจัดการ,อยู่ดีมีสุข,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
7 - ด้านการเรียนรู้ตลอดชีวิต
8 - ด้านความเป็นพลเมือง"
04355182," การออกกำลังกายเพื่อสุขภาพที่ดี
 (Exercises for Wellbeing) 
 ***ปรับปรุงจากวิชา 04837111***",3(3-0-6),คณะศิลปศาสตร์และวิทยาการจัดการ,-,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
7 - ด้านการเรียนรู้ตลอดชีวิต"
04355185," จานร่อนเพื่อสุขภาพ
 (Flying Disc for health)",1(0-2-1),คณะศิลปศาสตร์และวิทยาการจัดการ,อยู่ดีมีสุข,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง"
04837111," กีฬาเพื่อสุขภาพที่ดี
 (Sports for Wellbeing)",2(1-2-3),คณะศิลปศาสตร์และวิทยาการจัดการ,อยู่ดีมีสุข,-
